User_id,time,action,destination,hotel
2.02E+18,0:05:43,Click,Lisbon coast,Estoril Eden
2.02E+18,0:33:52,Click,Lisbon coast,Tivoli Oriente
2.02E+18,0:02:38,Click,Lisbon coast,Estoril Eden
2.02E+18,0:42:42,Click,Lisbon coast,Estoril Eden
2.02E+18,0:04:18,Click,Glyfada,Brasil Suites
2.02E+18,0:02:15,Homepage,,
2.02E+18,0:04:41,Click,Glyfada,Brasil Suites
2.02E+18,0:02:13,Homepage,,
2.02E+18,0:15:38,Click,Amsterdam,T Jagershuis
2.02E+18,0:10:56,Click,Amsterdam,Mercure Amsterdam City
2.02E+18,0:10:00,Click,Amsterdam,Mercure Amsterdam City
2.02E+18,0:03:02,Search,Cumbria and The Lake District,
2.02E+18,0:03:59,Click,York,The Little Hide
2.02E+18,0:03:06,Search,Cumbria and The Lake District,
2.02E+18,0:02:14,Search,Cumbria and The Lake District,
2.02E+18,0:02:25,Search,Cumbria and The Lake District,
2.02E+18,0:02:56,Search,Cumbria and The Lake District,
2.02E+18,0:08:28,Click,Praia Verde,Turoasis
2.02E+18,0:21:51,Click,Praia Verde,Alba
2.02E+18,0:06:14,Homepage,,
2.02E+18,0:06:09,Homepage,,
2.02E+18,0:02:18,Homepage,,
2.02E+18,1:39:15,Homepage,,
2.02E+18,1:10:18,Click,Aix-les-Bains,Mercure Aix Les Bains Domaine de Marlioz
2.02E+18,1:14:59,Click,Aix-les-Bains,Golden Tulip Aix les Bains - Ex Radisson Blu
2.02E+18,0:02:27,Homepage,,
2.02E+18,1:39:11,Homepage,,
2.02E+18,1:49:02,Click,Lyon,Lyon Métropole & Spa
2.02E+18,0:05:58,Click,Agadir,Oasis
2.02E+18,0:03:31,Click,Agadir,Ibis Budget Agadir
2.02E+18,0:06:56,Click,Agadir,Oasis
2.02E+18,0:02:58,Click,Windhoek,Anjo Villa Guesthouse
2.02E+18,0:05:31,Click,Windhoek,Anjo Villa Guesthouse
2.02E+18,0:03:37,Click,Windhoek,Anjo Villa Guesthouse
2.02E+18,0:08:01,Click,Windhoek,Winnie Guesthouse
2.02E+18,0:04:15,Search,Baltic Sea,
2.02E+18,0:04:07,Search,Baltic Sea,
2.02E+18,0:02:46,Search,Baltic Sea,
2.02E+18,0:04:21,Search,Baltic Sea,
2.02E+18,0:02:28,Search,Baltic Sea,
2.02E+18,0:04:18,Search,Baltic Sea,
2.02E+18,0:02:52,Search,Baltic Sea,
2.02E+18,0:02:22,Search,Baltic Sea,
2.02E+18,0:10:11,Click,Wolverhampton,Premier Inn Wolverhampton City Centre
2.02E+18,0:06:28,Click,Wolverhampton,Mercure Wolverhampton Goldthorn
2.02E+18,0:02:23,Click,Wolverhampton,Ramada Park Hall Wolverhampton
2.02E+18,0:29:05,Click,Wolverhampton,Premier Inn Wolverhampton City Centre
2.02E+18,0:23:53,Click,A Coruña,Carris Marineda
2.02E+18,0:19:19,Click,A Coruña,Carris Marineda
2.02E+18,0:28:37,Click,A Coruña,Liste
2.02E+18,0:26:07,Click,A Coruña,Carris Marineda
2.02E+18,0:37:54,Click,Hammamet,Hammamet Azur Plaza
2.02E+18,0:41:02,Click,Hammamet,Bel Air
2.02E+18,0:02:42,Click,Hammamet,Hammamet Azur Plaza
2.02E+18,0:39:54,Click,Hammamet,African Queen
2.02E+18,0:08:11,Click,Bournemouth,The Applewood
2.02E+18,0:06:01,Click,Bournemouth,Britannia Bournemouth
2.02E+18,0:02:33,Click,Bournemouth,The Applewood
2.02E+18,0:11:50,Click,Bournemouth,
2.02E+18,0:10:40,Click,Bournemouth, New Westcliff 
2.02E+18,0:02:28,Homepage,,
2.02E+18,0:02:30,Homepage,,
2.02E+18,0:02:30,Homepage,,
2.02E+18,0:04:23,Click,Paris,Ibis Budget Paris Porte de Montmartre
2.02E+18,0:05:57,Click,Paris,Pullman Paris Tour Eiffel
2.02E+18,0:05:05,Click,Paris,Ibis Budget Paris Porte de Montmartre
2.02E+18,0:07:02,Click,Paris,De L'Europe
2.02E+18,0:02:32,Homepage,,
2.02E+18,0:03:10,Click,Paris,Ibis Budget Paris Porte de Montmartre
2.02E+18,0:22:23,Click,Italy,San Pietro Rooms
2.02E+18,0:24:53,Click,Italy,San Pietro Rooms
2.02E+18,0:21:53,Search,Italy,
2.02E+18,0:21:56,Search,Italy,
2.02E+18,0:29:54,Click,San Quirico d'Orcia,Il Garibaldi
2.02E+18,0:24:54,Search,Val Gardena,
2.02E+18,0:02:32,Click,Druogno,I Lamponi
2.02E+18,0:04:19,Click, Boston (Metropolitan Area),Motel 6 Nashua South ex Red Roof Inn Nashua
2.02E+18,0:02:40,Homepage,,
2.02E+18,0:02:54,Search, Boston (Metropolitan Area),
2.02E+18,0:02:34,Homepage,,
2.02E+18,0:02:37,Search,Morocco,
2.02E+18,0:02:39,Search,Morocco,
2.02E+18,0:02:37,Search,Morocco,
2.02E+18,0:03:34,Click,San Fernando,Sol Sancti Petri
2.02E+18,0:09:03,Click,San Fernando, Bahía Sur
2.02E+18,0:06:35,Click,San Fernando, Bahía Sur
2.02E+18,0:03:52,Click,Viterbo,Best Western Viterbo
2.02E+18,0:06:24,Click,Viterbo,Locanda dal Sor Francesco
2.02E+18,0:07:00,Click,Viterbo,La Palanzana
2.02E+18,0:27:14,Homepage,,
2.02E+18,0:40:01,Click,Berlin,Novum Gates Berlin Charlottenburg
2.02E+18,0:55:24,Click,Berlin,Ku' Damm 101
2.02E+18,0:27:16,Homepage,,
2.02E+18,0:04:28,Click,Berlin,Novum Gates Berlin Charlottenburg
2.02E+18,0:02:39,Click,Berlin,Novum Gates Berlin Charlottenburg
2.02E+18,0:38:00,Click,Berchtesgaden,Treff Alpenhotel Kronprinz Berchtesgaden
2.02E+18,0:20:34,Click,Prien,Residenz Heinz Winkler
2.02E+18,0:42:47,Click,Berchtesgaden,Edelweiss
2.02E+18,0:22:07,Click,Prien,Residenz Heinz Winkler
2.02E+18,0:33:13,Click,Berchtesgaden,Edelweiss
2.02E+18,0:05:26,Search,Cornwall,
2.02E+18,0:05:33,Search,Cornwall,
2.02E+18,0:05:45,Search,Cornwall,
2.02E+18,0:05:28,Search,Cornwall,
2.02E+18,0:05:32,Search,Cornwall,
2.02E+18,0:02:41,Homepage,,
2.02E+18,0:05:33,Search,Cornwall,
2.02E+18,0:05:20,Search,Cornwall,
2.02E+18,0:20:10,Click,Tinos Island,Porto Raphael Residences & Suites
2.02E+18,0:06:18,Click,Karditsa,Odysseas Hotel
2.02E+18,0:20:54,Click,Tinos Island,Anemologio
2.02E+18,0:24:41,Click,Tinos Island,Aeolos Bay
2.02E+18,0:04:02,Click,Karditsa,Avra
2.02E+18,0:15:40,Click,Tinos Island,Aegli 1876
2.02E+18,0:07:39,Click,Karditsa,Aenao
2.02E+18,0:22:58,Click,Tinos Island,Golden Beach Hotel & Apartments
2.02E+18,0:07:53,Click,Karditsa,Aenao
2.02E+18,0:14:42,Search,Tinos Island,
2.02E+18,0:03:25,Click,Venice,Al Sole
2.02E+18,0:15:56,Click,Venice,Torino
2.02E+18,0:11:17,Click,Venice,Torino
2.02E+18,0:07:54,Click,Venice,Vecellio
2.02E+18,0:04:28,Click,Venice,Vecellio
2.02E+18,0:04:37,Click,Haarlemmermeer,Bastion Schiphol-Hoofddorp
2.02E+18,0:02:43,Search,Netherlands,
2.02E+18,0:02:47,Search,Netherlands,
2.02E+18,0:07:07,Click,Haarlemmermeer,De Beurs
2.02E+18,0:06:39,Click,Haarlemmermeer,Bastion Schiphol-Hoofddorp
2.02E+18,1:02:17,Homepage,,
2.02E+18,0:11:30,Homepage,,
2.02E+18,0:03:30,Click,Berlin,Motel One Berlin-Tiergarten ex Motel One Berlin-Urania
2.02E+18,1:05:26,Click,Berlin,Ferdinand
2.02E+18,0:12:49,Click,Berlin,Berliner Bär
2.02E+18,0:11:28,Homepage,,
2.02E+18,1:06:39,Click,Berlin,enjoy Berlin City Messe
2.02E+18,1:02:56,Click,Berlin,Victoria
2.02E+18,1:02:15,Homepage,,
2.02E+18,0:02:44,Click,Berlin,Motel One Berlin-Tiergarten ex Motel One Berlin-Urania
2.02E+18,0:06:45,Click,Los Angeles,City Center
2.02E+18,0:06:38,Click,Los Angeles,City Center
2.02E+18,0:05:57,Click,Los Angeles,City Center
2.02E+18,0:06:34,Click,Los Angeles,City Center
2.02E+18,0:05:38,Click,Los Angeles,City Center
2.02E+18,0:06:26,Click,Los Angeles,City Center
2.02E+18,0:03:45,Click,Los Angeles,City Center
2.02E+18,0:02:47,Search,Cyprus,
2.02E+18,0:14:17,Search,Cyprus,
2.02E+18,0:02:44,Search,Cyprus,
2.02E+18,0:14:19,Search,Cyprus,
2.02E+18,0:03:33,Search,Cyprus,
2.02E+18,0:03:51,Search,Cyprus,
2.02E+18,0:14:19,Search,Cyprus,
2.02E+18,0:04:45,Click,Cyprus,Vangelis
2.02E+18,0:04:13,Search,Dubrovnik-Neretva,
2.02E+18,0:18:47,Click,Dubrovnik-Neretva,Villa Adria
2.02E+18,0:14:50,Search,Dubrovnik-Neretva,
2.02E+18,0:15:45,Click,Dubrovnik-Neretva,Royal Palm
2.02E+18,0:18:21,Click,Dubrovnik-Neretva,More
2.02E+18,0:08:07,Click,Glasgow,Premier Inn Glasgow City Centre Charing Cross
2.02E+18,0:06:23,Click,Glasgow,Argyll
2.02E+18,0:02:49,Search,Glasgow,
2.02E+18,0:02:45,Search,Glasgow,
2.02E+18,0:02:47,Homepage,,
2.02E+18,0:03:51,Click,Liverpool,Hampton by Hilton Liverpool John Lennon Airport
2.02E+18,0:02:46,Homepage,,
2.02E+18,0:14:13,Click,Sa Coma,Palia Sa Coma Playa
2.02E+18,0:16:09,Click,Sa Coma,Palia Sa Coma Playa
2.02E+18,0:04:21,Click,Sa Coma,THB Sa Coma Platja
2.02E+18,0:11:26,Click,Sa Coma,THB Sa Coma Platja
2.02E+18,0:09:24,Click,Sa Coma,Hipotels Mediterráneo Club
2.02E+18,0:11:10,Click,Sa Coma,Hipotels Mediterráneo Hotel
2.02E+18,0:20:19,Click,Madrid,Noviciado
2.02E+18,0:13:51,Click,Madrid,Hostal Welcome
2.02E+18,0:22:36,Click,Madrid,Hostal Welcome
2.02E+18,0:04:18,Click,Madrid,Noviciado
2.02E+18,0:02:48,Click,Madrid,Miami
2.02E+18,0:15:13,Click,Edinburgh,Doubletree by Hilton Edinburgh City Centre
2.02E+18,0:34:36,Click,Edinburgh,Travelodge Edinburgh Central
2.02E+18,0:02:52,Homepage,,
2.02E+18,0:16:49,Click,Edinburgh,Novotel Edinburgh Park
2.02E+18,0:02:49,Homepage,,
2.02E+18,0:14:01,Click,Edinburgh,Travelodge Edinburgh Central
2.02E+18,0:02:53,Click,Salou,Regente Aragón
2.02E+18,0:25:33,Click,Salou,Alboran
2.02E+18,0:08:59,Click,Salou,Regente Aragón
2.02E+18,0:23:09,Click,Salou,Sol Costa Daurada
2.02E+18,0:26:28,Click,Salou,Ohtels Belvedere
2.02E+18,0:11:01,Click,Salou,Regente Aragón
2.02E+18,0:06:39,Click,Salou,Los Molinos Park
2.02E+18,0:02:53,Search,Gargano,
2.02E+18,0:03:35,Search,Gargano,
2.02E+18,0:03:22,Search,Gargano,
2.02E+18,0:02:55,Click,Dublin,The Gresham
2.02E+18,0:05:18,Click,Dublin,Crowne Plaza Dublin-Blanchardstown
2.02E+18,0:03:13,Click,Dublin,The Gresham
2.02E+18,0:02:56,Homepage,,
2.02E+18,0:03:39,Click,Ascot,Hilton Bracknell
2.02E+18,0:03:00,Homepage,,
2.02E+18,0:05:09,Click,Maldives,Shangri-La's Villingili Resort & Spa
2.02E+18,0:10:38,Search,Maldives,
2.02E+18,0:02:59,Click,Maldives,Kihaad Maldives
2.02E+18,0:12:12,Click,Maldives,Chaaya Reef Ellaidhoo
2.02E+18,0:08:46,Click,Maldives,Shangri-La's Villingili Resort & Spa
2.02E+18,0:11:18,Click,Maldives,Olhuvelhi Beach & Spa
2.02E+18,0:04:09,Click,Maldives,Coco Palm Dhuni Kolhu
2.02E+18,0:03:06,Click,Brighton,Mercure Brighton Seafront
2.02E+18,0:12:54,Homepage,,
2.02E+18,0:22:49,Click,Brighton,Umi Brighton
2.02E+18,0:03:01,Search,United Kingdom,
2.02E+18,0:03:26,Search,United Kingdom,
2.02E+18,0:03:04,Search,United Kingdom,
2.02E+18,0:06:30,Click,Calne,Wayside B&B
2.02E+18,0:03:34,Search,United Kingdom,
2.02E+18,0:03:14,Search,United Kingdom,
2.02E+18,0:04:00,Search,Wiltshire,
2.02E+18,0:03:27,Search,United Kingdom,
2.02E+18,0:04:57,Click,Calne,Marsh Farm
2.02E+18,0:05:33,Search,United Kingdom,
2.02E+18,0:07:27,Click,Costa Adeje,Hovima La Pinta
2.02E+18,0:05:33,Click,Costa Adeje,Grand Hotel Callao
2.02E+18,0:06:46,Click,Costa Adeje,Hovima La Pinta
2.02E+18,0:03:02,Homepage,,
2.02E+18,0:03:17,Homepage,,
2.02E+18,0:03:07,Homepage,,
2.02E+18,0:03:21,Click,Madrid,El Rincón de Gran Vía
2.02E+18,0:03:05,Homepage,,
2.02E+18,0:03:04,Homepage,,
2.02E+18,0:03:07,Homepage,,
2.02E+18,0:03:04,Homepage,,
2.02E+18,0:04:41,Click,New York City,Hilton New York
2.02E+18,0:03:14,Homepage,,
2.02E+18,0:03:04,Homepage,,
2.02E+18,0:03:16,Homepage,,
2.02E+18,0:10:10,Homepage,,
2.02E+18,0:03:05,Homepage,,
2.02E+18,0:05:45,Click,Getafe,H2 Getafe
2.02E+18,0:03:12,Homepage,,
2.02E+18,0:05:03,Click,Getafe,H2 Getafe
2.02E+18,0:07:21,Click,Getafe,Ibis Madrid Getafe
2.02E+18,0:09:31,Click,Binic,Premiere Classe Saint Brieuc-Trégueux
2.02E+18,0:11:22,Click,Binic,Ad Nevez Lucotel
2.02E+18,0:03:21,Click,Binic,L'Eskemm
2.02E+18,0:12:42,Click,Binic,Kyriad Saint Brieuc-Tregueux
2.02E+18,0:07:36,Click,Binic,
2.02E+18,0:10:13,Click,Binic,Heod
2.02E+18,0:16:17,Click,Binic,Inter-Hôtel Au Chêne Vert
2.02E+18,0:14:01,Click,Binic,Inter-Hôtel Au Chêne Vert
2.02E+18,0:03:41,Search,Europe,
2.02E+18,0:03:10,Search,Spain,
2.02E+18,0:03:07,Search,Spain,
2.02E+18,0:03:28,Search,Spain,
2.02E+18,0:03:26,Search,Spain,
2.02E+18,0:03:29,Click,Estepona,Pierre & Vacances Estepona
2.02E+18,0:06:04,Click,Estepona,Gran Elba Estepona &Thalasso Spa
2.02E+18,0:04:09,Click,Estepona,Fuerte Estepona
2.02E+18,0:03:54,Search,Formentera,
2.02E+18,0:03:10,Search,Formentera,
2.02E+18,0:03:37,Search,Formentera,
2.02E+18,0:05:46,Search,Formentera,
2.02E+18,0:05:52,Search,Formentera,
2.02E+18,0:03:49,Search,Formentera,
2.02E+18,0:05:53,Search,Formentera,
2.02E+18,0:08:56,Click,Dusseldorf,Adler
2.02E+18,0:09:47,Click,Dusseldorf,Mercure Düsseldorf City Center
2.02E+18,0:03:14,Click,Dusseldorf,Stadt München
2.02E+18,0:25:26,Click,York,Park View Guest House
2.02E+18,0:14:26,Click,York,Burton Villa
2.02E+18,0:14:59,Click,York,Burton Villa
2.02E+18,0:07:37,Click,York,Park View Guest House
2.02E+18,0:03:44,Search,Province Castellón,
2.02E+18,0:03:17,Homepage,,
2.02E+18,0:04:24,Click,Castelló de la Plana (Castellón),H2 Castellón
2.02E+18,0:03:20,Homepage,,
2.02E+18,0:03:17,Homepage,,
2.02E+18,0:03:49,Homepage,,
2.02E+18,0:05:02,Click,Spain,Sol Don Pablo
2.02E+18,0:04:49,Search,Spain,
2.02E+18,0:03:18,Search,Spain,
2.02E+18,0:03:20,Search,Spain,
2.02E+18,0:04:39,Click,Spain,Valentín Playa de Muro
2.02E+18,0:03:36,Click,Spain,PortAventura Hotel Caribe
2.02E+18,0:04:12,Search,Spain,
2.02E+18,0:29:09,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:05:26,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:28:52,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:29:12,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:06:10,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:29:15,Click,San Agustín,Ifa Interclub Atlantic
2.02E+18,0:07:23,Click,Ålesund,Valderøy
2.02E+18,0:07:36,Click,Ålesund,Valderøy
2.02E+18,0:18:25,Click,Ålesund,Quality  Waterfront
2.02E+18,0:04:32,Click,Ålesund,Valderøy
2.02E+18,0:12:35,Click,Ålesund,Quality  Waterfront
2.02E+18,0:15:51,Click,,Soliman
2.02E+18,0:20:46,Click,Istanbul,Portus Istanbul
2.02E+18,0:08:24,Click,,
2.02E+18,0:11:25,Click,,Kalyon
2.02E+18,0:09:16,Click,,Istanbul Golden City
2.02E+18,0:06:41,Click,,Four Seasons Istanbul at the Bosphorus
2.02E+18,0:13:05,Click,,
2.02E+18,0:17:50,Click,,Sub
2.02E+18,0:04:20,Click,,Silence Istanbul & Convention Center
2.02E+18,0:14:56,Click,,
2.02E+18,0:03:25,Homepage,,
2.02E+18,0:08:10,Homepage,,
2.02E+18,0:05:13,Click,Portimâo,São Roque
2.02E+18,0:13:13,Click,Braga,Dom Vilas
2.02E+18,0:03:26,Homepage,,
2.02E+18,0:03:30,Homepage,,
2.02E+18,0:04:59,Click,Milan,Aosta Gruppo MiniHotel
2.02E+18,0:28:38,Click,Milan,Amadeus
2.02E+18,0:21:13,Click,Milan,Idea Hotel Plus Milano Centrale
2.02E+18,0:18:52,Click,Milan,Idea Milano San Siro
2.02E+18,0:16:39,Click,Milan,Idea Milano San Siro
2.02E+18,0:03:32,Click,Antwerp,Ambassador Suites Antwerp
2.02E+18,0:07:41,Click,Antwerp,Postiljon
2.02E+18,0:06:12,Click,Antwerp,Theater Hotel
2.02E+18,0:04:31,Click,Antwerp,Ibis budget Antwerpen City Centraal Station
2.02E+18,0:03:33,Homepage,,
2.02E+18,0:05:18,Click,Covilhã,Turismo da Covilhã
2.02E+18,0:26:09,Click,Covilhã,Turismo da Covilhã
2.02E+18,0:04:37,Click,Covilhã,Tryp Covilhã Dona Maria
2.02E+18,0:03:33,Homepage,,
2.02E+18,0:05:13,Click,Antalya,WOW Topkapi Palace
2.02E+18,0:03:35,Homepage,,
2.02E+18,0:03:38,Homepage,,
2.02E+18,0:27:45,Click,Bangkok,Eastin Grand Sathorn Bangkok
2.02E+18,0:03:37,Homepage,,
2.02E+18,0:27:04,Click,Bangkok,Aetas Lumpini
2.02E+18,0:51:30,Homepage,,
2.02E+18,0:51:29,Homepage,,
2.02E+18,0:53:55,Click,Bray,Best Western Esplanade
2.02E+18,0:08:51,Click,Tenerife,Oasis Mango
2.02E+18,0:08:07,Click,Tenerife,Oasis Mango
2.02E+18,0:09:18,Click,Tenerife,RF Bambi
2.02E+18,0:03:43,Click,Tenerife,Alondras Park
2.02E+18,0:07:26,Click,Tenerife,Alondras Park
2.02E+18,0:52:50,Click,Rome,iRooms - Spanish Steps
2.02E+18,0:05:20,Click,Rome,Sweet Alice
2.02E+18,0:54:08,Click,Rome,Sweet Alice
2.02E+18,0:52:10,Homepage,,
2.02E+18,0:52:08,Homepage,,
2.02E+18,1:00:05,Click,Rome,Babri Simin Taj
2.02E+18,1:01:27,Click,Rome,Area
2.02E+18,0:07:27,Click,Rome,Contemporaneo Rooms
2.02E+18,0:53:31,Click,Rome,All Seasons
2.02E+18,0:56:41,Click,Rome,Meliá Roma Aurelia Antica
2.02E+18,0:03:40,Homepage,,
2.02E+18,0:03:41,Homepage,,
2.02E+18,0:07:11,Click,Santa Maria da Feira,Feira Pedra Bela
2.02E+18,0:03:56,Homepage,,
2.02E+18,0:15:55,Click,Calabria,Paradiso
2.02E+18,0:13:55,Click,Calabria,La Tonnara
2.02E+18,0:03:46,Search,Calabria,
2.02E+18,0:03:42,Search,Calabria,
2.02E+18,0:07:13,Click,Calabria,Palace
2.02E+18,0:11:52,Click,Calabria,Palace
2.02E+18,0:09:24,Click,Calella,Haromar
2.02E+18,0:03:46,Homepage,,
2.02E+18,0:08:02,Click,Santa Susana,Caprici
2.02E+18,0:03:44,Homepage,,
2.02E+18,0:06:24,Click,Calella,Esplai
2.02E+18,0:03:44,Click,Rome,The Independent
2.02E+18,0:04:35,Homepage,,
2.02E+18,0:05:15,Click,Barcelona,Alimara Barcelona
2.02E+18,0:04:32,Homepage,,
2.02E+18,0:07:25,Click,Barcelona,Hostalin Barcelona Gran Via
2.02E+18,0:05:53,Click,Barcelona,W Barcelona
2.02E+18,0:03:49,Homepage,,
2.02E+18,0:03:44,Homepage,,
2.02E+18,0:05:19,Click,Barcelona,Valls
2.02E+18,0:04:27,Click,Barcelona,Martí-Codolar
2.02E+18,0:03:48,Homepage,,
2.02E+18,0:03:46,Homepage,,
2.02E+18,0:06:24,Click,Antalya,Tuvana
2.02E+18,0:07:33,Click,Hamburg,NH Hamburg City
2.02E+18,0:04:27,Homepage,,
2.02E+18,0:05:54,Click,Hamburg,NH Hamburg City
2.02E+18,0:04:26,Homepage,,
2.02E+18,0:03:46,Homepage,,
2.02E+18,0:03:48,Homepage,,
2.02E+18,0:08:16,Click,Hamburg,Radisson Blu Hamburg
2.02E+18,0:03:53,Click,Bologna,Accademia
2.02E+18,0:07:41,Click,Bologna,Art Commercianti
2.02E+18,0:09:24,Click,Bologna,Paradise
2.02E+18,0:05:35,Click,Paris,Merryl
2.02E+18,0:17:32,Click,Paris,Printemps
2.02E+18,0:08:17,Click,Paris,Printemps
2.02E+18,0:05:34,Search,Spain,
2.02E+18,0:05:06,Search,Spain,
2.02E+18,0:05:07,Search,Spain,
2.02E+18,0:03:56,Homepage,,
2.02E+18,0:03:54,Homepage,,
2.02E+18,0:03:56,Homepage,,
2.02E+18,0:26:26,Click,Sibiu,Pensiunea Transilvania
2.02E+18,0:17:35,Click,Sibiu,Stefani
2.02E+18,0:38:34,Click,Sibiu,Sibiu Apartments
2.02E+18,0:47:54,Homepage,,
2.02E+18,0:43:16,Click,Sibiu,Alexia
2.02E+18,0:10:14,Click,Sibiu,Casa Cristina
2.02E+18,0:31:20,Click,Sibiu,Ela
2.02E+18,0:04:23,Homepage,,
2.02E+18,0:03:54,Homepage,,
2.02E+18,0:06:16,Homepage,,
2.02E+18,0:06:23,Homepage,,
2.02E+18,0:03:55,Homepage,,
2.02E+18,0:07:33,Click,Mazury,Ku?nia Smaku
2.02E+18,0:08:18,Click,Mazury,Galindia Mazurski Eden
2.02E+18,0:11:51,Click,Mazury,Galindia Mazurski Eden
2.02E+18,0:03:58,Click,Mazury,Ku?nia Smaku
2.02E+18,0:07:42,Click,Mazury,Ku?nia Smaku
2.02E+18,0:07:47,Click,Mazury,Ku?nia Smaku
2.02E+18,0:07:28,Click,Mazury,Ku?nia Smaku
2.02E+18,0:11:45,Click,Mazury,Galindia Mazurski Eden
2.02E+18,0:03:59,Homepage,,
2.02E+18,0:07:29,Click,Deauville,Helios
2.02E+18,0:04:51,Homepage,,
2.02E+18,0:04:02,Homepage,,
2.02E+18,0:05:41,Homepage,,
2.02E+18,0:05:44,Homepage,,
2.02E+18,0:04:03,Search,Majorca,
2.02E+18,0:06:53,Search,Majorca,
2.02E+18,0:04:06,Search,Majorca,
2.02E+18,0:10:13,Click,Majorca,Iberostar Royal Playa de Palma
2.02E+18,0:07:08,Search,Majorca,
2.02E+18,0:04:54,Click,Majorca,ClubHotel Riu Tropicana
2.02E+18,0:06:48,Search,Majorca,
2.02E+18,0:08:36,Click,Majorca,Iberostar Royal Cristina
2.02E+18,0:10:13,Click,Majorca,Iberostar Royal Playa de Palma
2.02E+18,0:04:07,Homepage,,
2.02E+18,0:04:46,Click,Deauville,Ibis Deauville Centre
2.02E+18,0:04:03,Homepage,,
2.02E+18,0:05:09,Click,La Spezia,Albergo Parma
2.02E+18,0:05:46,Click,La Spezia,Il Centro
2.02E+18,0:06:23,Click,Pignone,Antica Porta delle Cinque Terre
2.02E+18,0:04:23,Click,St. Andrews,Fairmont St Andrews Scotland
2.02E+18,0:04:43,Click,St. Andrews,Fairmont St Andrews Scotland
2.02E+18,0:06:12,Click,St. Andrews,Fairmont St Andrews Scotland
2.02E+18,0:04:48,Click,St. Andrews,Fairmont St Andrews Scotland
2.02E+18,0:04:52,Click,St. Andrews,Fairmont St Andrews Scotland
2.02E+18,0:29:23,Click,Birmingham,Paragon
2.02E+18,0:05:39,Click,Redditch,The Southcrest Manor Hotel & Spa
2.02E+18,0:31:21,Click,Birmingham,Holiday Inn Birmingham Airport
2.02E+18,0:04:08,Homepage,,
2.02E+18,0:04:06,Homepage,,
2.02E+18,0:04:08,Homepage,,
2.02E+18,0:05:49,Click,Biloxi,Beau Rivage Resort & Casino
2.02E+18,0:04:08,Search,Netherlands,
2.02E+18,0:06:43,Click,Biloxi,Hard Rock and Casino
2.02E+18,0:04:17,Search,Netherlands,
2.02E+18,0:04:06,Search,Netherlands,
2.02E+18,0:04:36,Click,Biloxi,Beau Rivage Resort & Casino
2.02E+18,0:09:36,Click,New Orleans,The Westin New Orleans Canal Place
2.02E+18,0:04:15,Search,Netherlands,
2.02E+18,0:10:29,Click,Valencia,Sweet  Continental
2.02E+18,0:17:32,Homepage,,
2.02E+18,0:21:30,Homepage,,
2.02E+18,0:04:13,Homepage,,
2.02E+18,0:13:20,Click,Valencia,Confortel Valencia
2.02E+18,0:08:57,Click,Valencia,Expo Hotel Valencia
2.02E+18,0:04:08,Homepage,,
2.02E+18,0:12:06,Click,Valencia,Confortel Valencia
2.02E+18,0:17:38,Homepage,,
2.02E+18,0:21:26,Homepage,,
2.02E+18,0:09:29,Click,Barcelona,Villa Olímpica Suites
2.02E+18,0:04:10,Homepage,,
2.02E+18,0:04:25,Homepage,,
2.02E+18,0:09:10,Click,Venice,Belle Epoque
2.02E+18,0:12:17,Click,Venice,Bellini A Boscolo First Class
2.02E+18,0:10:08,Click,Venice,Belle Epoque
2.02E+18,0:05:50,Click,Venice,Alloggi Agli Artisti
2.02E+18,0:04:11,Homepage,,
2.02E+18,0:43:09,Click,Athens,Divani Caravel
2.02E+18,0:04:24,Click,Athens,Stratos Vassilikos
2.02E+18,0:24:40,Click,Athens,Stratos Vassilikos
2.02E+18,0:12:04,Click,Madrid,Senator Gran Via 21
2.02E+18,0:13:49,Click,Madrid,Tryp Menfis
2.02E+18,0:07:11,Click,Madrid,Nuevo Boston
2.02E+18,0:05:18,Click,Madrid,Ayre Gran Hotel Colón
2.02E+18,0:13:22,Click,Madrid,Crowne Plaza Madrid Airport
2.02E+18,1:04:01,Click,London,Thistle The Royal Trafalgar
2.02E+18,0:04:16,Homepage,,
2.02E+18,0:04:14,Homepage,,
2.02E+18,0:04:41,Click,London,Thistle The Royal Trafalgar
2.02E+18,0:20:43,Click,Dublin,Maldron Hotel Parnell Square
2.02E+18,0:20:32,Click,Dublin,Maldron Hotel Parnell Square
2.02E+18,0:28:07,Click,Dublin,The Jackson Court
2.02E+18,0:21:28,Click,Dublin,Jurys Inn Dublin Christchurch
2.02E+18,0:23:46,Click,Dublin,Grafton Capital
2.02E+18,0:09:58,Click,Dublin,Stauntons on the Green
2.02E+18,0:20:17,Click,Dublin,Maldron Hotel Parnell Square
2.02E+18,0:29:40,Click,Dublin,Marian Guest House
2.02E+18,0:19:04,Click,Dublin,Ballsbridge
2.02E+18,0:07:18,Click,Alberobello,Bosco Selva
2.02E+18,0:10:31,Click,Alberobello,Bosco Selva
2.02E+18,0:10:27,Click,Alberobello,Bosco Selva
2.02E+18,0:15:04,Click,Seville,Pilatos
